state,district,forecast_period,forecast_severity_score,forecast_risk_category,forecast_enrol,forecast_demo,forecast_bio,current_trend
RAJASTHAN,PALI,2_weeks_ahead,68.57191914313204,Watchlist,354,1959,3319,accelerating_down
RAJASTHAN,PRATAPGARH,2_weeks_ahead,48.62192242622526,Stable,106,474,759,stable
RAJASTHAN,RAJSAMAND,2_weeks_ahead,53.641287378655385,Stable,180,1234,1185,declining
RAJASTHAN,SAWAI MADHOPUR,2_weeks_ahead,59.404245374979936,Watchlist,222,1576,1665,declining
RAJASTHAN,SIKAR,2_weeks_ahead,71.97948587894798,Emerging_Risk,396,2818,3307,accelerating_down
RAJASTHAN,SIROHI,2_weeks_ahead,71.5032219015523,Emerging_Risk,285,1191,1570,rising
RAJASTHAN,TONK,2_weeks_ahead,57.87462654501776,Watchlist,180,1702,1668,accelerating_down
RAJASTHAN,UDAIPUR,2_weeks_ahead,75.90276337705566,Emerging_Risk,583,3287,3617,accelerating_down
Rajasthan,Alwar,2_weeks_ahead,37.16032458494121,Stable,11,107,89,accelerating_up
Rajasthan,Banswara,2_weeks_ahead,25.431008032643753,Stable,2,15,22,accelerating_up
Rajasthan,Bhilwara,2_weeks_ahead,14.767076768612666,Stable,0,1,2,accelerating_up
Rajasthan,Bundi,2_weeks_ahead,8.47527240697903,Stable,0,1,1,stable
Rajasthan,Chittaurgarh,2_weeks_ahead,6.890762166479365,Stable,0,0,1,accelerating_down
Rajasthan,Chittorgarh,2_weeks_ahead,23.48575532007206,Stable,1,24,16,accelerating_up
Rajasthan,Didwana-Kuchaman,2_weeks_ahead,7.4564005013863115,Stable,0,2,0,accelerating_down
Rajasthan,Ganganagar,2_weeks_ahead,36.77509795943123,Stable,15,72,86,accelerating_up
Rajasthan,Jaipur,2_weeks_ahead,36.64967132232182,Stable,13,83,59,accelerating_up
Rajasthan,Jhunjhunun,2_weeks_ahead,16.803136542276462,Stable,0,14,13,stable
Rajasthan,Khairthal-Tijara,2_weeks_ahead,16.195538032142938,Stable,0,67,1,stable
Rajasthan,Nagaur,2_weeks_ahead,22.33704400836533,Stable,2,4,21,accelerating_up
Rajasthan,Pratapgarh,2_weeks_ahead,42.97814057851438,Stable,37,308,218,rising
Rajasthan,Rajsamand,2_weeks_ahead,4.968653025542538,Stable,0,1,0,stable
Rajasthan,Sirohi,2_weeks_ahead,24.240969203900438,Stable,2,10,11,accelerating_up
Rajasthan,Udaipur,2_weeks_ahead,24.995390380133692,Stable,3,17,19,accelerating_up
SIKKIM,EAST DISTRICT,2_weeks_ahead,36.66614498345052,Stable,11,209,86,rising
SIKKIM,NORTH DISTRICT,2_weeks_ahead,23.31055753669087,Stable,1,19,13,accelerating_up
SIKKIM,PAKYONG,2_weeks_ahead,29.536760315318226,Stable,4,65,27,accelerating_up
SIKKIM,SOUTH DISTRICT,2_weeks_ahead,32.493635141701745,Stable,4,97,42,accelerating_up
SIKKIM,WEST DISTRICT,2_weeks_ahead,33.39698257431358,Stable,6,105,37,accelerating_up
Sikkim,East Sikkim,2_weeks_ahead,10.209484694073987,Stable,0,2,0,stable
Sikkim,Mangan,2_weeks_ahead,6.6288286048333,Stable,0,1,0,accelerating_down
Sikkim,North,2_weeks_ahead,8.829630461321582,Stable,0,0,1,stable
Sikkim,North Sikkim,2_weeks_ahead,14.040595861811088,Stable,0,1,0,accelerating_up
TAMIL NADU,ARIYALUR,2_weeks_ahead,46.94690272817364,Stable,93,735,1241,declining
TAMIL NADU,CHENGALPATTU,2_weeks_ahead,73.48190677252369,Emerging_Risk,362,3713,3507,accelerating_down
TAMIL NADU,CHENNAI,2_weeks_ahead,79.3142399294869,Emerging_Risk,533,6993,6673,accelerating_down
TAMIL NADU,COIMBATORE,2_weeks_ahead,74.72709508993167,Emerging_Risk,339,4565,4307,accelerating_down
TAMIL NADU,CUDDALORE,2_weeks_ahead,72.1910736027731,Emerging_Risk,330,2949,4399,accelerating_down
TAMIL NADU,DHARMAPURI,2_weeks_ahead,62.76858396373473,Watchlist,237,1379,2899,accelerating_down
TAMIL NADU,DINDIGUL,2_weeks_ahead,66.53229375162647,Watchlist,229,2074,3582,accelerating_down
TAMIL NADU,ERODE,2_weeks_ahead,66.92900524078674,Watchlist,226,2510,2902,accelerating_down
TAMIL NADU,KALLAKURICHI,2_weeks_ahead,58.06963084724654,Watchlist,175,1639,1718,accelerating_down
TAMIL NADU,KANCHIPURAM,2_weeks_ahead,55.41598371191548,Watchlist,173,1327,1430,accelerating_down
TAMIL NADU,KANNIYAKUMARI,2_weeks_ahead,59.240608053620285,Watchlist,170,1757,1880,accelerating_down
TAMIL NADU,KARUR,2_weeks_ahead,52.764693691018415,Stable,164,1033,1261,accelerating_down
TAMIL NADU,KRISHNAGIRI,2_weeks_ahead,66.62171869868203,Watchlist,276,2282,2366,accelerating_down
TAMIL NADU,MADURAI,2_weeks_ahead,73.65941031899783,Emerging_Risk,333,3815,4428,accelerating_down
TAMIL NADU,MAYILADUTHURAI,2_weeks_ahead,48.73530159322223,Stable,98,1128,1115,accelerating_down
TAMIL NADU,NAGAPATTINAM,2_weeks_ahead,51.23213649385164,Stable,77,808,1156,stable
TAMIL NADU,NAMAKKAL,2_weeks_ahead,61.610517053176075,Watchlist,178,1912,2415,accelerating_down
TAMIL NADU,PERAMBALUR,2_weeks_ahead,45.40296341153091,Stable,92,652,1072,declining
TAMIL NADU,PUDUKKOTTAI,2_weeks_ahead,67.2045156400614,Watchlist,278,1889,3390,accelerating_down
TAMIL NADU,RAMANATHAPURAM,2_weeks_ahead,59.207130843230594,Watchlist,167,1580,2127,accelerating_down
TAMIL NADU,RANIPET,2_weeks_ahead,52.6007698940736,Stable,139,1047,1466,accelerating_down
TAMIL NADU,SALEM,2_weeks_ahead,77.04249887498132,Emerging_Risk,469,4125,5485,accelerating_down
TAMIL NADU,SIVAGANGA,2_weeks_ahead,59.195620624508656,Watchlist,173,1456,2190,accelerating_down
TAMIL NADU,TENKASI,2_weeks_ahead,62.2955195940404,Watchlist,222,1624,2353,accelerating_down
TAMIL NADU,THANJAVUR,2_weeks_ahead,73.07174903732212,Emerging_Risk,354,2898,4414,accelerating_down
TAMIL NADU,THE NILGIRIS,2_weeks_ahead,48.749054378011245,Stable,68,598,1159,stable
TAMIL NADU,THENI,2_weeks_ahead,57.41635529157147,Watchlist,133,1657,1922,accelerating_down
TAMIL NADU,THIRUVALLUR,2_weeks_ahead,76.5718802901961,Emerging_Risk,430,4260,4980,accelerating_down
TAMIL NADU,THIRUVARUR,2_weeks_ahead,62.10164131309995,Watchlist,200,1709,2440,accelerating_down
TAMIL NADU,TIRUCHIRAPPALLI,2_weeks_ahead,72.71601851033711,Emerging_Risk,392,2703,3834,accelerating_down
TAMIL NADU,TIRUNELVELI,2_weeks_ahead,63.6735710536515,Watchlist,226,1763,2615,accelerating_down
TAMIL NADU,TIRUPATHUR,2_weeks_ahead,54.59590496215264,Stable,171,1133,1475,accelerating_down
TAMIL NADU,TIRUPPUR,2_weeks_ahead,70.14819541082902,Emerging_Risk,257,3017,3933,accelerating_down
TAMIL NADU,TIRUVANNAMALAI,2_weeks_ahead,68.18328913580363,Watchlist,278,2240,3136,accelerating_down
TAMIL NADU,TUTICORIN,2_weeks_ahead,66.59141439781055,Watchlist,251,1861,3407,accelerating_down
TAMIL NADU,VELLORE,2_weeks_ahead,58.4953662112479,Watchlist,156,1610,1997,accelerating_down
TAMIL NADU,VILLUPURAM,2_weeks_ahead,65.23046938211901,Watchlist,258,1984,2788,accelerating_down
TAMIL NADU,VIRUDHUNAGAR,2_weeks_ahead,65.04703886563138,Watchlist,245,2069,2319,accelerating_down
TELANGANA,ADILABAD,2_weeks_ahead,43.51571591153863,Stable,65,875,839,accelerating_down
TELANGANA,BHADRADRI KOTHAGUDEM,2_weeks_ahead,49.77211087400702,Stable,95,1550,943,accelerating_down
TELANGANA,HANUMAKONDA,2_weeks_ahead,53.00765313933041,Stable,98,1915,1262,accelerating_down
TELANGANA,HYDERABAD,2_weeks_ahead,80.75094168507522,Emerging_Risk,744,6688,7351,accelerating_down
TELANGANA,JAGITIAL,2_weeks_ahead,48.74192661936576,Stable,122,1156,1001,accelerating_down
TELANGANA,JANGOAN,2_weeks_ahead,43.78461640978628,Stable,44,761,448,stable
TELANGANA,JAYASHANKAR BHUPALAPALLY,2_weeks_ahead,43.65370381011397,Stable,43,788,395,stable
TELANGANA,JOGULAMBA GADWAL,2_weeks_ahead,50.28799247137057,Stable,71,1170,685,stable
TELANGANA,KAMAREDDY,2_weeks_ahead,49.551095816125574,Stable,107,1146,1166,accelerating_down
TELANGANA,KARIMNAGAR,2_weeks_ahead,48.50058961524902,Stable,81,1435,908,accelerating_down
TELANGANA,KHAMMAM,2_weeks_ahead,55.45056078369776,Watchlist,124,2060,1325,accelerating_down
TELANGANA,KUMURAM BHEEM ASIFABAD,2_weeks_ahead,44.04042158829006,Stable,53,1307,565,accelerating_down
TELANGANA,MAHABUBABAD,2_weeks_ahead,44.15536543583752,Stable,66,1186,597,accelerating_down
TELANGANA,MAHABUBNAGAR,2_weeks_ahead,53.121943704484956,Stable,148,1412,1134,accelerating_down
TELANGANA,MANCHERIAL,2_weeks_ahead,48.597369143551354,Stable,66,1643,1010,accelerating_down
TELANGANA,MEDAK,2_weeks_ahead,47.44321066259685,Stable,100,1026,949,accelerating_down
TELANGANA,MEDCHAL MALKAJGIRI,2_weeks_ahead,76.92161187410365,Emerging_Risk,442,5320,4233,accelerating_down
TELANGANA,MULUGU,2_weeks_ahead,51.796488895249155,Stable,70,810,438,accelerating_up
TELANGANA,NAGARKURNOOL,2_weeks_ahead,49.440026733166135,Stable,113,1158,1107,accelerating_down
TELANGANA,NALGONDA,2_weeks_ahead,58.73793280331201,Watchlist,150,1963,1906,accelerating_down
TELANGANA,NARAYANPET,2_weeks_ahead,47.36051461374495,Stable,105,1202,775,accelerating_down
TELANGANA,NIRMAL,2_weeks_ahead,48.341541828223754,Stable,68,1502,1036,accelerating_down
TELANGANA,NIZAMABAD,2_weeks_ahead,59.42759894883064,Watchlist,158,1767,2272,accelerating_down
TELANGANA,PEDDAPALLI,2_weeks_ahead,43.66402675755162,Stable,60,914,817,declining
TELANGANA,RAJANNA SIRCILLA,2_weeks_ahead,45.31618700345313,Stable,58,654,609,stable
TELANGANA,RANGA REDDY,2_weeks_ahead,77.52016921748717,Emerging_Risk,552,4903,3948,accelerating_down
TELANGANA,SANGAREDDY,2_weeks_ahead,60.92172235040613,Watchlist,200,1822,1870,accelerating_down
TELANGANA,SIDDIPET,2_weeks_ahead,52.71638060874474,Stable,111,1457,1311,declining
TELANGANA,SURYAPET,2_weeks_ahead,50.74379133687883,Stable,78,1980,1002,accelerating_down
TELANGANA,VIKARABAD,2_weeks_ahead,53.865994178535956,Stable,119,1898,1123,accelerating_down
TELANGANA,WANAPARTHY,2_weeks_ahead,48.67138470509482,Stable,75,1007,548,stable
TELANGANA,WARANGAL,2_weeks_ahead,45.123527596108595,Stable,45,905,428,stable
TELANGANA,YADADRI BHUVANAGIRI,2_weeks_ahead,48.34650478535379,Stable,85,1403,919,accelerating_down
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,2_weeks_ahead,41.67010549623016,Stable,41,359,459,stable
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,2_weeks_ahead,33.31535886843854,Stable,6,149,111,stable
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,2_weeks_ahead,32.69652270702078,Stable,6,51,60,rising
TRIPURA,DHALAI,2_weeks_ahead,45.99033819315726,Stable,61,880,372,stable
TRIPURA,GOMATI,2_weeks_ahead,45.35656408858722,Stable,59,881,432,stable
TRIPURA,KHOWAI,2_weeks_ahead,41.904491138210744,Stable,33,541,443,stable
TRIPURA,NORTH TRIPURA,2_weeks_ahead,48.82686000746977,Stable,60,491,537,rising
TRIPURA,SEPAHIJALA,2_weeks_ahead,44.04502340450704,Stable,90,1122,360,declining
TRIPURA,SOUTH TRIPURA,2_weeks_ahead,54.43279547058023,Stable,95,879,536,rising
TRIPURA,UNAKOTI,2_weeks_ahead,46.64837980303099,Stable,39,445,524,rising
TRIPURA,WEST TRIPURA,2_weeks_ahead,44.091810048938676,Stable,86,995,724,accelerating_down
Tamil Nadu,Chennai,2_weeks_ahead,36.80372456139015,Stable,9,110,87,accelerating_up
Tamil Nadu,Coimbatore,2_weeks_ahead,10.331876602228379,Stable,0,3,2,stable
Tamil Nadu,Cuddalore,2_weeks_ahead,10.160401127292827,Stable,0,4,5,declining
Tamil Nadu,Kancheepuram,2_weeks_ahead,28.37238149506216,Stable,2,30,34,accelerating_up
Tamil Nadu,Kanniyakumari,2_weeks_ahead,15.141004890967505,Stable,0,12,17,declining
Tamil Nadu,Kanyakumari,2_weeks_ahead,9.960393911012673,Stable,0,2,2,stable
Tamil Nadu,Karur,2_weeks_ahead,9.624551663900062,Stable,0,1,2,stable
Tamil Nadu,Madurai,2_weeks_ahead,15.046163859852768,Stable,0,14,10,stable
Tamil Nadu,Nagapattinam,2_weeks_ahead,22.178012767945276,Stable,1,8,17,accelerating_up
Tamil Nadu,Pudukkottai,2_weeks_ahead,17.266577316018704,Stable,1,6,13,accelerating_up
Tamil Nadu,Ramanathapuram,2_weeks_ahead,3.8273384286766,Stable,0,0,1,stable
Tamil Nadu,Sivaganga,2_weeks_ahead,11.802628194554165,Stable,0,6,4,declining
Tamil Nadu,Thanjavur,2_weeks_ahead,15.112146431312732,Stable,0,1,4,accelerating_up
Tamil Nadu,The Nilgiris,2_weeks_ahead,26.622738512682222,Stable,2,14,31,accelerating_up
Tamil Nadu,Theni,2_weeks_ahead,17.336070956895217,Stable,0,14,12,rising
Tamil Nadu,Thiruvallur,2_weeks_ahead,4.3605958363026405,Stable,0,0,1,stable
Tamil Nadu,Thiruvarur,2_weeks_ahead,11.87651125986269,Stable,0,5,5,stable
Tamil Nadu,Thoothukkudi,2_weeks_ahead,9.16967215134148,Stable,0,1,0,accelerating_up
Tamil Nadu,Tiruchirappalli,2_weeks_ahead,13.395390575527168,Stable,0,6,9,stable
Tamil Nadu,Tirunelveli,2_weeks_ahead,24.377901717653195,Stable,2,15,13,accelerating_up
Tamil Nadu,Tiruppur,2_weeks_ahead,8.296207222646766,Stable,0,1,0,stable
Tamil Nadu,Tiruvallur,2_weeks_ahead,35.63217836782446,Stable,8,73,100,accelerating_up
Tamil Nadu,Virudhunagar,2_weeks_ahead,11.538927791816324,Stable,0,4,3,stable
Telangana,Bhadradri Kothagudem,2_weeks_ahead,8.604130970430262,Stable,0,0,0,stable
Telangana,Hanumakonda,2_weeks_ahead,12.81755028153954,Stable,0,14,1,stable
Telangana,Hyderabad,2_weeks_ahead,29.02171639294696,Stable,4,20,25,accelerating_up
Telangana,Jangoan,2_weeks_ahead,18.898293210384775,Stable,0,21,6,accelerating_up
Telangana,K.v. Rangareddy,2_weeks_ahead,24.73183201430723,Stable,2,8,20,accelerating_up
Telangana,Khammam,2_weeks_ahead,10.753549644024028,Stable,0,3,3,accelerating_down
Telangana,Nalgonda,2_weeks_ahead,24.842062118119763,Stable,1,15,23,accelerating_up
Telangana,Rangareddy,2_weeks_ahead,24.229147498961172,Stable,1,42,6,accelerating_up
Telangana,Suryapet,2_weeks_ahead,24.067787632096167,Stable,2,84,11,stable
Telangana,Warangal,2_weeks_ahead,19.259336868157042,Stable,1,1,13,accelerating_up
Telangana,Warangal Rural,2_weeks_ahead,27.985651894067207,Stable,3,42,13,accelerating_up
Tripura,Gomati,2_weeks_ahead,29.617113809798425,Stable,2,38,39,accelerating_up
Tripura,North Tripura,2_weeks_ahead,8.608382028300625,Stable,0,2,0,stable
Tripura,Sepahijala,2_weeks_ahead,14.806199321053713,Stable,0,6,26,stable
Tripura,South Tripura,2_weeks_ahead,31.959172188616066,Stable,3,97,31,accelerating_up
Tripura,West Tripura,2_weeks_ahead,30.869651739275476,Stable,2,208,98,stable
UTTAR PRADESH,AGRA,2_weeks_ahead,80.80909513892915,Emerging_Risk,844,7849,4529,accelerating_down
UTTAR PRADESH,ALIGARH,2_weeks_ahead,78.97538804387084,Emerging_Risk,629,7214,3747,accelerating_down
UTTAR PRADESH,AMBEDKAR NAGAR,2_weeks_ahead,65.89463619702067,Watchlist,292,3020,1724,accelerating_down
UTTAR PRADESH,AMETHI,2_weeks_ahead,62.276230575579675,Watchlist,245,2523,1494,accelerating_down
UTTAR PRADESH,AMROHA,2_weeks_ahead,74.42418396563286,Emerging_Risk,497,4247,2725,accelerating_down
UTTAR PRADESH,AURAIYA,2_weeks_ahead,55.014359865337234,Watchlist,159,1833,1078,declining
UTTAR PRADESH,AYODHYA,2_weeks_ahead,60.3994596613982,Watchlist,207,2448,1382,accelerating_down
UTTAR PRADESH,AZAMGARH,2_weeks_ahead,77.41474370916879,Emerging_Risk,577,6210,3397,accelerating_down
UTTAR PRADESH,BAGHPAT,2_weeks_ahead,57.694666968639716,Watchlist,164,1521,747,stable
UTTAR PRADESH,BAHRAICH,2_weeks_ahead,78.55061592692188,Emerging_Risk,593,7468,4513,accelerating_down
UTTAR PRADESH,BALLIA,2_weeks_ahead,72.07247290562188,Emerging_Risk,410,4002,2329,accelerating_down
UTTAR PRADESH,BALRAMPUR,2_weeks_ahead,71.46928893334788,Emerging_Risk,420,3911,2366,accelerating_down
UTTAR PRADESH,BANDA,2_weeks_ahead,65.00328820773709,Watchlist,255,2875,1733,accelerating_down
UTTAR PRADESH,BARABANKI,2_weeks_ahead,72.40273991411726,Emerging_Risk,363,3831,2807,accelerating_down
UTTAR PRADESH,BAREILLY,2_weeks_ahead,79.73579231134772,Emerging_Risk,676,8276,4103,accelerating_down
UTTAR PRADESH,BASTI,2_weeks_ahead,70.05426667175918,Emerging_Risk,396,3346,2133,accelerating_down
UTTAR PRADESH,BHADOHI,2_weeks_ahead,59.76188646890413,Watchlist,205,2338,1318,accelerating_down
UTTAR PRADESH,BIJNOR,2_weeks_ahead,78.41770471712071,Emerging_Risk,560,6339,3897,accelerating_down
UTTAR PRADESH,BUDAUN,2_weeks_ahead,68.05730874460986,Watchlist,309,3939,1830,accelerating_down
UTTAR PRADESH,BULANDSHAHR,2_weeks_ahead,61.33924338430057,Watchlist,256,2344,1174,accelerating_down
UTTAR PRADESH,CHANDAULI,2_weeks_ahead,60.81306830600168,Watchlist,211,2828,1323,accelerating_down
UTTAR PRADESH,CHITRAKOOT,2_weeks_ahead,59.23232853134646,Watchlist,284,1397,1236,declining
UTTAR PRADESH,DEORIA,2_weeks_ahead,72.8757237516678,Emerging_Risk,366,4585,2777,accelerating_down
UTTAR PRADESH,ETAH,2_weeks_ahead,63.22570795905714,Watchlist,258,2873,1382,accelerating_down
UTTAR PRADESH,ETAWAH,2_weeks_ahead,61.53516800287298,Watchlist,235,2098,1453,accelerating_down
UTTAR PRADESH,FARRUKHABAD,2_weeks_ahead,59.568136851565114,Watchlist,194,2071,1387,accelerating_down
UTTAR PRADESH,FATEHPUR,2_weeks_ahead,68.74801700155253,Watchlist,323,3973,1967,accelerating_down
UTTAR PRADESH,FIROZABAD,2_weeks_ahead,60.557139744829,Watchlist,203,2716,1332,accelerating_down
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2_weeks_ahead,72.11100150468229,Emerging_Risk,418,5283,1831,accelerating_down
UTTAR PRADESH,GHAZIABAD,2_weeks_ahead,74.39820130371709,Emerging_Risk,455,6321,2369,accelerating_down
UTTAR PRADESH,GHAZIPUR,2_weeks_ahead,72.95195117830094,Emerging_Risk,414,4246,2517,accelerating_down
UTTAR PRADESH,GONDA,2_weeks_ahead,74.49790322255078,Emerging_Risk,469,4803,2798,accelerating_down
UTTAR PRADESH,GORAKHPUR,2_weeks_ahead,77.42417685194765,Emerging_Risk,533,6374,3476,accelerating_down
UTTAR PRADESH,HAMIRPUR,2_weeks_ahead,52.22498865525319,Stable,143,1499,917,declining
UTTAR PRADESH,HAPUR,2_weeks_ahead,61.71848994638112,Watchlist,251,2145,1383,accelerating_down
UTTAR PRADESH,HARDOI,2_weeks_ahead,77.03367390341326,Emerging_Risk,575,5007,3364,accelerating_down
UTTAR PRADESH,HATHRAS,2_weeks_ahead,64.0256016847222,Watchlist,306,2660,1352,accelerating_down
UTTAR PRADESH,JALAUN,2_weeks_ahead,59.91025102350969,Watchlist,197,2336,1311,accelerating_down
UTTAR PRADESH,JAUNPUR,2_weeks_ahead,76.86929073891393,Emerging_Risk,476,6075,3492,accelerating_down
UTTAR PRADESH,JHANSI,2_weeks_ahead,69.31580483372053,Watchlist,324,2943,2259,accelerating_down
UTTAR PRADESH,KANNAUJ,2_weeks_ahead,60.7266865984185,Watchlist,212,2411,1389,accelerating_down
UTTAR PRADESH,KANPUR DEHAT,2_weeks_ahead,57.97369305430863,Watchlist,200,2012,1202,accelerating_down
UTTAR PRADESH,KANPUR NAGAR,2_weeks_ahead,77.53364059554059,Emerging_Risk,622,6779,2884,accelerating_down
UTTAR PRADESH,KASGANJ,2_weeks_ahead,59.46600727207425,Watchlist,179,2128,1546,accelerating_down
UTTAR PRADESH,KAUSHAMBI,2_weeks_ahead,64.317046907615,Watchlist,270,2537,1623,accelerating_down
UTTAR PRADESH,KHERI,2_weeks_ahead,78.41749978202594,Emerging_Risk,591,6292,3814,accelerating_down
UTTAR PRADESH,KUSHI NAGAR,2_weeks_ahead,75.29432026039974,Emerging_Risk,466,5189,2965,accelerating_down
UTTAR PRADESH,LALITPUR,2_weeks_ahead,57.381523635368495,Watchlist,211,1599,1363,accelerating_down
UTTAR PRADESH,LUCKNOW,2_weeks_ahead,78.19385439554016,Emerging_Risk,561,7128,3405,accelerating_down
UTTAR PRADESH,MAHARAJGANJ,2_weeks_ahead,71.29832179479864,Emerging_Risk,395,3983,2375,accelerating_down
UTTAR PRADESH,MAHOBA,2_weeks_ahead,57.35091016013319,Watchlist,142,1314,975,stable
UTTAR PRADESH,MAINPURI,2_weeks_ahead,61.90766036798289,Watchlist,280,2143,1245,accelerating_down
UTTAR PRADESH,MATHURA,2_weeks_ahead,72.61763073190455,Emerging_Risk,457,4009,2229,accelerating_down
UTTAR PRADESH,MAU,2_weeks_ahead,66.26626606149178,Watchlist,258,3594,1809,accelerating_down
UTTAR PRADESH,MEERUT,2_weeks_ahead,77.13867772376801,Emerging_Risk,569,6757,3138,accelerating_down
UTTAR PRADESH,MIRZAPUR,2_weeks_ahead,68.64624532118437,Watchlist,304,3353,2229,accelerating_down
UTTAR PRADESH,MORADABAD,2_weeks_ahead,65.398036348311,Watchlist,238,3201,1884,accelerating_down
UTTAR PRADESH,MUZAFFARNAGAR,2_weeks_ahead,72.51147091743552,Emerging_Risk,328,5294,2775,accelerating_down
UTTAR PRADESH,PILIBHIT,2_weeks_ahead,68.11077814762842,Watchlist,269,3218,2296,accelerating_down
UTTAR PRADESH,PRATAPGARH,2_weeks_ahead,71.6191730582792,Emerging_Risk,393,4399,2152,accelerating_down
UTTAR PRADESH,PRAYAGRAJ,2_weeks_ahead,78.53567214443468,Emerging_Risk,521,9018,3975,accelerating_down
UTTAR PRADESH,RAE BARELI,2_weeks_ahead,74.76390708816402,Emerging_Risk,487,4791,2609,accelerating_down
UTTAR PRADESH,RAMPUR,2_weeks_ahead,67.3756196541044,Watchlist,309,3403,1862,accelerating_down
UTTAR PRADESH,SAHARANPUR,2_weeks_ahead,78.60594769587156,Emerging_Risk,605,5660,4226,accelerating_down
UTTAR PRADESH,SAMBHAL,2_weeks_ahead,61.81588621304278,Watchlist,204,3235,1653,accelerating_down
UTTAR PRADESH,SANT KABEER NAGAR,2_weeks_ahead,65.79335075902277,Watchlist,261,2526,1998,accelerating_down
UTTAR PRADESH,SHAHJAHANPUR,2_weeks_ahead,73.00065318749412,Emerging_Risk,369,4483,2847,accelerating_down
UTTAR PRADESH,SHAMLI,2_weeks_ahead,67.07034887685614,Watchlist,353,2203,1846,accelerating_down
UTTAR PRADESH,SHRAVASTI,2_weeks_ahead,51.69298425102835,Stable,132,1702,808,declining
UTTAR PRADESH,SIDDHARTH NAGAR,2_weeks_ahead,74.42877056926051,Emerging_Risk,488,4651,2765,accelerating_down
UTTAR PRADESH,SITAPUR,2_weeks_ahead,79.65462218958876,Emerging_Risk,753,6488,4064,accelerating_down
UTTAR PRADESH,SONBHADRA,2_weeks_ahead,58.17066145845447,Watchlist,172,2218,1350,accelerating_down
UTTAR PRADESH,SULTANPUR,2_weeks_ahead,68.65206016935021,Watchlist,325,3748,1963,accelerating_down
UTTAR PRADESH,UNNAO,2_weeks_ahead,63.57424922518025,Watchlist,248,2803,1515,accelerating_down
UTTAR PRADESH,VARANASI,2_weeks_ahead,77.53566302627804,Emerging_Risk,504,6619,3618,accelerating_down
UTTARAKHAND,ALMORA,2_weeks_ahead,50.46137050989077,Stable,92,978,1756,accelerating_down
UTTARAKHAND,BAGESHWAR,2_weeks_ahead,40.542193294640015,Stable,27,309,531,stable
UTTARAKHAND,CHAMOLI,2_weeks_ahead,43.368588587350104,Stable,61,507,1162,declining
UTTARAKHAND,CHAMPAWAT,2_weeks_ahead,43.11846457123906,Stable,30,441,876,stable
UTTARAKHAND,DEHRADUN,2_weeks_ahead,69.09405181841913,Watchlist,248,2588,4084,accelerating_down
UTTARAKHAND,HARIDWAR,2_weeks_ahead,69.65253135646915,Watchlist,251,2678,7378,accelerating_down
UTTARAKHAND,NAINITAL,2_weeks_ahead,53.80124983387474,Stable,93,1286,2344,accelerating_down
UTTARAKHAND,PAURI GARHWAL,2_weeks_ahead,47.74678905211725,Stable,84,831,1552,accelerating_down
UTTARAKHAND,PITHORAGARH,2_weeks_ahead,44.1336253061202,Stable,62,733,1169,accelerating_down
UTTARAKHAND,RUDRA PRAYAG,2_weeks_ahead,42.8677436468452,Stable,45,336,716,stable
UTTARAKHAND,TEHRI GARHWAL,2_weeks_ahead,55.83153855864595,Watchlist,154,951,2387,declining
UTTARAKHAND,UDAM SINGH NAGAR,2_weeks_ahead,74.50305751019232,Emerging_Risk,345,3586,7871,accelerating_down
UTTARAKHAND,UTTAR KASHI,2_weeks_ahead,52.1501854775497,Stable,70,470,919,rising
Uttar Pradesh,Allahabad,2_weeks_ahead,34.30934808055634,Stable,9,89,36,accelerating_up
Uttar Pradesh,Azamgarh,2_weeks_ahead,30.45063804592846,Stable,4,75,29,accelerating_up
Uttar Pradesh,Baghpat,2_weeks_ahead,41.085854728528496,Stable,22,205,123,accelerating_up
Uttar Pradesh,Bara Banki,2_weeks_ahead,45.80173213888538,Stable,41,439,359,accelerating_up
Uttar Pradesh,Barabanki,2_weeks_ahead,22.846168725915113,Stable,1,30,16,rising
Uttar Pradesh,Bareilly,2_weeks_ahead,40.491995862716045,Stable,16,205,155,accelerating_up
Uttar Pradesh,Basti,2_weeks_ahead,36.93968153119112,Stable,15,100,66,accelerating_up
Uttar Pradesh,Bijnor,2_weeks_ahead,30.01074548778398,Stable,2,69,43,accelerating_up
Uttar Pradesh,Budaun,2_weeks_ahead,48.75585726144197,Stable,83,993,542,stable
Uttar Pradesh,Bulandshahar,2_weeks_ahead,20.72852227176978,Stable,1,13,5,accelerating_up
Uttar Pradesh,Bulandshahr,2_weeks_ahead,67.37314322230901,Watchlist,356,2869,1629,accelerating_down
Uttar Pradesh,Faizabad,2_weeks_ahead,49.522794679481386,Stable,66,642,421,rising
Uttar Pradesh,Farrukhabad,2_weeks_ahead,54.45176181194675,Stable,101,910,558,rising
Uttar Pradesh,Fatehpur,2_weeks_ahead,42.60503158380007,Stable,27,320,150,accelerating_up
Uttar Pradesh,Firozabad,2_weeks_ahead,55.29536844369393,Watchlist,115,1491,702,stable
